satellite food bank at alderwood elementary,,,3400 hollywood avenue,,bellingham,wa,98225,us,physical,whatcom,35280018-856f-494f-8153-8266a839e9ce,street_dup,1
bellingham technical college,,,3028 lindbergh ave,,bellingham,wa,98225,us,physical,whatcom,,,0
st. paul episcopal church - alms ministry,,,2117 walnut st,,bellingham,wa,98225,us,physical,whatcom,,,0
st. paul episcopal church - alms ministry,,,2117 walnut st.,,bellingham,wa,98225,us,physical,whatcom,00846fcb-618c-41af-a7bb-fe2671620837,street_dup,1
hope house,,,207 kentucky st,,bellingham,wa,98226,us,physical,whatcom,,,0
lummi tribal health center,,https://www.lummi-nsn.gov/website.php?pageid=433,2592 kwina rd,,bellingham,wa,98226,us,physical,whatcom,,,0
down syndrome outreach of whatcom county,,,2602 mcleod rd,,bellingham,wa,98225,us,physical,whatcom,,,0
down syndrome outreach of whatcom county,,,2602 mcleod road,,bellingham,wa,98225,us,physical,whatcom,8fb32c5a-887c-4390-a81c-a8662f2b251b,street_dup,1
ferndale food bank,,,1671 main st,,ferndale,wa,98248,us,physical,whatcom,,,0
nooksack medical clinic (everson),,,2510 sulwhanon dr,,everson,wa,98247,us,physical,whatcom,,,0
nooksack medical clinic (everson),,,2510 sulwhanon dr,,everson,wa,98247,us,physical,whatcom,59a89412-1951-4b65-87cc-3873fa5a0da7,street_dup,1
bellingham food bank,,https://www.bellinghamfoodbank.org/,1824 ellis st,,bellingham,wa,98225,us,physical,whatcom,,,0
sendan center,,,"4201 meridian st,suite",,bellingham,wa,98226,us,physical,whatcom,,,0
opportunity council (whatcom & san juan),,https://www.oppco.org/,"1111 cornwall ave,suite c",,bellingham,wa,98225,us,physical,whatcom,,,0
opportunity council (whatcom & san juan),,https://www.oppco.org/,"1111 cornwall ave,suite c",,bellingham,wa,98225,us,physical,whatcom,3cd884e9-d6a8-4463-9b81-4295b8378e80,street_dup,1
sacred heart church / st vincent de paul (bellingham),,,1110 14th st,,bellingham,wa,98225,us,physical,whatcom,,,0
sacred heart church / st vincent de paul (bellingham),,,1110 14th st,,bellingham,wa,98225,us,physical,whatcom,76924a9f-7b71-465f-86be-4660df9fc704,street_dup,1
salvation army (bellingham),,,2912 northwest ave,,bellingham,wa,98225,us,physical,whatcom,,,0
salvation army (bellingham),,,2912 northwest ave.,,bellingham,wa,98225,us,physical,whatcom,e0a84229-3890-454c-8030-ce5dd936d182,street_dup,1
arc of whatcom county,,,2602 mcleod rd,,bellingham,wa,98225,us,physical,whatcom,,,0
catholic community services (whatcom county),,,"1133 railroad ave,# 100",,bellingham,wa,98225,us,physical,whatcom,,,0
compass health (bellingham - mcleod rd),,,3645 e mcleod rd,,bellingham,wa,98226,us,physical,whatcom,,,0
compass health (bellingham - mcleod rd),,,3645 e mcleod road,,bellingham,wa,98226,us,physical,whatcom,5878ec90-6489-4b8a-baf2-1caac9549589,street_dup,1
sea mar community health center (everson),,https://www.seamar.org/whatcom-medical-everson.html,6884 hannegan road,,everson,wa,98247,us,physical,whatcom,,,0
sea mar community health center (downtown bellingham wic),,,1764 iowa st,,bellingham,wa,98229,us,physical,whatcom,,,0
sea mar community health center (downtown bellingham wic),,,1764 iowa st,,bellingham,wa,98229,us,physical,whatcom,966dc3f5-3f7f-40bb-b2c6-6514aa4f01ca,street_dup,1
sea mar community health center (ferndale),,,"6046 portal way,unit,# 201, building # 101",,ferndale,wa,98248,us,physical,whatcom,,,0
sea mar community health center (bellingham),,https://www.seamar.org/whatcom-medical-bellingham.html,4455 cordata pkwy,,bellingham,wa,98226,us,physical,whatcom,,,0
sea mar community health center (bellingham),,https://www.seamar.org/whatcom-medical-bellingham.html,4455 cordata pkwy,,bellingham,wa,98226,us,physical,whatcom,019259a7-64f0-4957-9933-5b1fe885f052,street_dup,1
sea mar community health center (bellingham behavioral),offers comprehensive case management and behavioral health services for adults and children.,https://www.seamar.org/whatcom-bh-bellingham.html,3350 airport drive,,bellingham,wa,98226,us,physical,whatcom,,,0
early intervention services (whatcom county),,,"1111 cornwall ave,ste 200",,bellingham,wa,98225,us,physical,whatcom,,,0
parent to parent (whatcom),,,2602 mcleod rd,,bellingham,wa,98225,us,physical,whatcom,,,0
parent to parent (whatcom),,,2602 mcleod road,,bellingham,wa,98225,us,physical,whatcom,476b0a24-9fde-41e4-9b3b-e38e0b5c0251,street_dup,1
whatcom center for early learning (lynden),,,1986 main st,,lyden,wa,98264,us,physical,whatcom,,,0
whatcom center for early learning (lynden),,,1986 main str.,,lyden,wa,98264,us,physical,whatcom,fb44ba01-5a1b-407d-a8b8-657c048c8436,street_dup,1
whatcom center for early learning (ferndale),,,"205 cherry st,5534 2nd ave",,ferndale,wa,98248,us,physical,whatcom,,,0
whatcom center for early learning (ferndale),,,"205 cherry st,5534 2nd avenue",,ferndale,wa,98248,us,physical,whatcom,b31d207e-5217-44f1-a5f1-26253542fd47,street_dup,1
planned parenthood (bellingham),,https://www.plannedparenthood.org/health-center/washington/bellingham/98225/bellingham-health-center-2454-91780,1530 ellis st,,bellingham,wa,98225,us,physical,whatcom,,,0
food lifeline mobile food program in maple falls,,,8251 kendall rd,,maple falls,wa,98266,us,physical,whatcom,,,0
food lifeline mobile food program in maple falls,,,8251 kendall rd,,maple falls,wa,98266,us,physical,whatcom,8396d864-2e94-4cc9-8a42-633cecad8800,street_dup,1
"hearing, speech and deaf center (bellingham)",,,"114 w magnolia st,suite 106",,bellingham,wa,98225,us,physical,whatcom,,,0
brigid collins family support center (bellingham),,,"1231 n garden st,#200",,bellingham,wa,98225,us,physical,whatcom,,,0
brigid collins family support center (bellingham),,,"1231 n garden st,#200",,bellingham,wa,98225,us,physical,whatcom,4bda66c7-ca5a-40eb-8177-c5020c095b6c,street_dup,1
unity care nw (point roberts clinic),,,2030 benson rd,,point roberts,wa,98281,us,physical,whatcom,,,0
unity care nw (ferndale health center),,,6060 portal way,,ferndale,wa,98248,us,physical,whatcom,,,0
unity care nw (ferndale health center),,,6060 portal way,,ferndale,wa,98248,us,physical,whatcom,9d0854bc-56a9-434f-b660-392f16299182,street_dup,1
"unity care nw (bellingham, cornwall ave)",,,"1616 cornwall ave,ste. 205",,bellingham,wa,98225,us,physical,whatcom,,,0
unity care nw (bellingham health center),,,220 unity st,,bellingham,wa,98225,us,physical,whatcom,,,0
unity care nw (bellingham health center),,,220 unity st,,bellingham,wa,98225,us,physical,whatcom,195d1df8-fda4-459e-ad0e-d0f59d64cf50,street_dup,1
assessment and treatment associates (bellingham),,https://www.assesstreat.com/bellingham/,1752 iowa st,,bellingham,wa,98229,us,physical,whatcom,,,0
belair clinic,,https://www.belairclinic.com,1130 n state st,,bellingham,wa,98225,us,physical,whatcom,,,0
belair clinic,,https://www.belairclinic.com,1130 n state st,,bellingham,wa,98225,us,physical,whatcom,be47e527-e091-4dc5-bd85-0095c81442bb,street_dup,1
bridges treatment and recovery (bellingham),,https://www.bridgestreatment.com,"1221 fraser st,suite e-1",,bellingham,wa,98229,us,physical,whatcom,,,0
bridges treatment and recovery (ferndale),,https://www.bridgestreatment.com,"6044 portal way,#103",,ferndale,wa,98248,us,physical,whatcom,,,0
bridges treatment and recovery (ferndale),,https://www.bridgestreatment.com,"6044 portal way,#103",,ferndale,wa,98248,us,physical,whatcom,6cdfe17e-181f-416f-8178-830fbb8e650c,street_dup,1
lake whatcom residential & treatment center,,https://lwrtc.org/services/medical-services/,3600 meridian st,,bellingham,wa,98225,us,physical,whatcom,,,0
lummi care,,https://www.lummi-nsn.gov/website.php?pageid=671,2694 kwina rd,,bellingham,wa,98226,us,physical,whatcom,,,0
nooksack tribe (genesis ii),,https://nooksacktribe.org/departments/health/alcohol-chemical-dependency/,"2505 sulwhanon drive,modular building a",,everson,wa,98247,us,physical,whatcom,,,0
nooksack tribe (genesis ii),,https://nooksacktribe.org/departments/health/alcohol-chemical-dependency/,"2505 sulwhanon drive,modular building a",,everson,wa,98247,us,physical,whatcom,b9c69ae7-c580-46a9-8c48-d4d0f6b4bdbe,street_dup,1
missing org,,,,,,,,,,,,,0
missing org,,,,,,,,,,,,,0
missing org,,,,,,,,,,,3b1d62db-171a-4995-9641-ddf2af2d82f9,street_dup,1
missing org,,,,,,,,,,,,,0
missing org,,,,,,,,,,,72f5ee44-0b7d-4f8d-a9f3-9dec30eefaa9,street_dup,1
birchwood elementary,,,,,,,,,,,,,0
missing org,,,,,,,,,,,,,0
missing org,,,,,,,,,,,,,0
missing org,,,,,,,,,,,d690dbd1-1043-479c-b362-146fdb5faaad,street_dup,1
